,ligne,N_dpt,Date,Type,N_ref,Nom,Organisme,Commune,Analysé,G_session,Espèce,Lignée,Sexe,Génotype,IQ
108,04 16/04/2018 F F0418182 LOMBARD PNM UVERNET FOURS NON,4,16/04/2018,F,F0418182,LOMBARD,PNM,UVERNET FOURS,NON,,,,,,
109,"04 17/04/2018 F F0418085 ROUX PNM COLMARS OUI 17/07/2019 Canis lupus Italo-alpine XY S63-27 0,64",4,17/04/2018,F,F0418085,ROUX,PNM,COLMARS,OUI,17/07/2019,Canis lupus,Italo-alpine,XY,S63-27,"0,64"
110,04 18/04/2018 F F0418119 ARNAUD OFB BARREME NON,4,18/04/2018,F,F0418119,ARNAUD,OFB,BARREME,NON,,,,,,
111,04 18/04/2018 F F0418117 ARNAUD OFB BARREME NON,4,18/04/2018,F,F0418117,ARNAUD,OFB,BARREME,NON,,,,,,
112,04 18/04/2018 F F0418118 ARNAUD OFB BARREME NON,4,18/04/2018,F,F0418118,ARNAUD,OFB,BARREME,NON,,,,,,
113,04 18/04/2018 F F0418120 ARNAUD OFB BARREME NON,4,18/04/2018,F,F0418120,ARNAUD,OFB,BARREME,NON,,,,,,
114,"04 18/04/2018 F F0418116 LAURENT PNM ALLOS OUI 17/07/2019 Canis lupus Italo-alpine NI NA 0,00",4,18/04/2018,F,F0418116,LAURENT,PNM,ALLOS,OUI,17/07/2019,Canis lupus,Italo-alpine,NI,NA,0
115,"04 18/04/2018 F F0418086 LAURENT PNM ALLOS OUI 17/07/2019 Canis lupus Italo-alpine XX S63-28 0,81",4,18/04/2018,F,F0418086,LAURENT,PNM,ALLOS,OUI,17/07/2019,Canis lupus,Italo-alpine,XX,S63-28,"0,81"
116,"04 18/04/2018 F F0418087 ARNAUD OFB BARREME OUI 18/09/2019 Canis lupus Italo-alpine XX NA 0,29",4,18/04/2018,F,F0418087,ARNAUD,OFB,BARREME,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,NA,"0,29"
117,"04 18/04/2018 F F0418088 ARNAUD OFB BARREME OUI 18/09/2019 Canis lupus Italo-alpine XX S65-20 0,89",4,18/04/2018,F,F0418088,ARNAUD,OFB,BARREME,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S65-20,"0,89"
118,"04 18/04/2018 F F0418090 ARNAUD OFB BARREME OUI 18/09/2019 Canis lupus Italo-alpine XX NA 0,19",4,18/04/2018,F,F0418090,ARNAUD,OFB,BARREME,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,NA,"0,19"
119,"04 18/04/2018 F F0418089 ARNAUD OFB BARREME OUI 18/09/2019 Canis lupus Italo-alpine NI NA 0,13",4,18/04/2018,F,F0418089,ARNAUD,OFB,BARREME,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,NA,"0,13"
120,"04 21/04/2018 F F0418091 VISSOUZE OFB AUZET OUI 18/09/2019 Canis lupus Italo-alpine XX S36-19 0,93",4,21/04/2018,F,F0418091,VISSOUZE,OFB,AUZET,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S36-19,"0,93"
121,04 23/04/2018 F F0418092 ARNAUD OFB BEYNES NON,4,23/04/2018,F,F0418092,ARNAUD,OFB,BEYNES,NON,,,,,,
122,"04 24/04/2018 F F0418094 ARNAUD OFB BEYNES OUI 18/09/2019 Canis lupus Italo-alpine XX NA 0,11",4,24/04/2018,F,F0418094,ARNAUD,OFB,BEYNES,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,NA,"0,11"
123,"04 24/04/2018 F F0418095 ARNAUD OFB BEYNES OUI 18/09/2019 Canis lupus Italo-alpine NI NA 0,11",4,24/04/2018,F,F0418095,ARNAUD,OFB,BEYNES,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,NA,"0,11"
124,04 24/04/2018 F F0418096 ARNAUD OFB BEYNES NON,4,24/04/2018,F,F0418096,ARNAUD,OFB,BEYNES,NON,,,,,,
125,04 24/04/2018 F F0418093 ARNAUD OFB BEYNES OUI 18/09/2019 Impossible NA,4,24/04/2018,F,F0418093,ARNAUD,OFB,BEYNES,OUI,18/09/2019,Impossible NA,,,,
126,04 25/04/2018 F F0418180 LOMBARD PNM UVERNET FOURS NON,4,25/04/2018,F,F0418180,LOMBARD,PNM,UVERNET FOURS,NON,,,,,,
127,"04 25/04/2018 F F0418121 ARNAUD OFB CASTELLANE OUI 18/09/2019 Canis familiaris NA NI NA 0,38",4,25/04/2018,F,F0418121,ARNAUD,OFB,CASTELLANE,OUI,18/09/2019,Canis familiaris,NA,NI,NA,"0,38"
128,"04 25/04/2018 F F0418122 ARNAUD OFB CASTELLANE OUI 18/09/2019 Canis lupus Italo-alpine XX S65-24 0,77",4,25/04/2018,F,F0418122,ARNAUD,OFB,CASTELLANE,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S65-24,"0,77"
129,04 25/04/2018 F F0418123 ARNAUD OFB CASTELLANE OUI 18/09/2019 Impossible NA,4,25/04/2018,F,F0418123,ARNAUD,OFB,CASTELLANE,OUI,18/09/2019,Impossible NA,,,,
130,"04 25/04/2018 F F0418125 ARNAUD OFB CASTELLANE OUI 18/09/2019 Canis lupus NA XX S62-22 0,91",4,25/04/2018,F,F0418125,ARNAUD,OFB,CASTELLANE,OUI,18/09/2019,Canis lupus,NA,XX,S62-22,"0,91"
131,"04 25/04/2018 F F0418124 ARNAUD OFB CASTELLANE OUI 18/09/2019 Canis lupus Italo-alpine NI NA 0,22",4,25/04/2018,F,F0418124,ARNAUD,OFB,CASTELLANE,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,NA,"0,22"
132,04 26/04/2018 F F0418097 ARNAUD OFB MOUSTIERS STE MARIE OUI 18/09/2019 Impossible NA,4,26/04/2018,F,F0418097,ARNAUD,OFB,MOUSTIERS STE MARIE,OUI,18/09/2019,Impossible NA,,,,
133,04 26/04/2018 F F0418181 ROUX PNM ALLOS OUI 08/02/2021 Canis lupus Italo-alpine,4,26/04/2018,F,F0418181,ROUX,PNM,ALLOS,OUI,08/02/2021,Canis lupus,Italo-alpine,,,
134,"04 01/05/2018 F F0418127 BOURDIER OFB SELONNET OUI 18/09/2019 Canis lupus NA XY S65-25 0,59",4,01/05/2018,F,F0418127,BOURDIER,OFB,SELONNET,OUI,18/09/2019,Canis lupus,NA,XY,S65-25,"0,59"
135,04 01/05/2018 F F0418128 BOURDIER OFB SELONNET OUI 18/09/2019 Impossible NA,4,01/05/2018,F,F0418128,BOURDIER,OFB,SELONNET,OUI,18/09/2019,Impossible NA,,,,
136,"04 01/05/2018 F F0418129 ARNAUD OFB SELONNET OUI 18/09/2019 Canis lupus Italo-alpine NI NA 0,00",4,01/05/2018,F,F0418129,ARNAUD,OFB,SELONNET,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,NA,0
137,"04 01/05/2018 F F0418130 ARNAUD OFB BAYONS OUI 18/09/2019 Canis lupus Italo-alpine XY NA 0,48",4,01/05/2018,F,F0418130,ARNAUD,OFB,BAYONS,OUI,18/09/2019,Canis lupus,Italo-alpine,XY,NA,"0,48"
138,"04 01/05/2018 F F0418126 BOURDIER OFB SELONNET OUI 18/09/2019 Canis lupus Italo-alpine XX S61-03 0,72",4,01/05/2018,F,F0418126,BOURDIER,OFB,SELONNET,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S61-03,"0,72"
139,"04 01/05/2018 F F0418131 ARNAUD OFB SELONNET OUI 18/09/2019 Canis lupus Italo-alpine NI NA 0,44",4,01/05/2018,F,F0418131,ARNAUD,OFB,SELONNET,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,NA,"0,44"
140,"04 03/05/2018 F F0418132 ARNAUD OFB ST ANDRE LES ALPES OUI 18/09/2019 Canis lupus Italo-alpine XX NA 0,36",4,03/05/2018,F,F0418132,ARNAUD,OFB,ST ANDRE LES ALPES,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,NA,"0,36"
141,"04 13/05/2018 F F0418150 RAYNAUD Particulier PRADS HAUTE BLEONE OUI 18/09/2019 Canis lupus Italo-alpine NI NA 0,00",4,13/05/2018,F,F0418150,RAYNAUD,Particulier,PRADS HAUTE BLEONE,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,NA,0
142,"04 13/05/2018 F F0418151 RAYNAUD Particulier PRADS HAUTE BLEONE OUI 18/09/2019 Canis lupus Italo-alpine XX S63-20 0,97",4,13/05/2018,F,F0418151,RAYNAUD,Particulier,PRADS HAUTE BLEONE,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S63-20,"0,97"
143,04 10/06/2018 F F0418133 GARNIER PNP LE LAUZET UBAYE OUI 18/09/2019 Impossible NA,4,10/06/2018,F,F0418133,GARNIER,PNP,LE LAUZET UBAYE,OUI,18/09/2019,Impossible NA,,,,
144,"04 10/06/2018 F F0418134 GARNIER PNP LE LAUZET UBAYE OUI 18/09/2019 Canis lupus Italo-alpine NI NA 0,41",4,10/06/2018,F,F0418134,GARNIER,PNP,LE LAUZET UBAYE,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,NA,"0,41"
145,"04 11/06/2018 F F0418135 CHRETIEN OFB BEYNES OUI 18/09/2019 Canis lupus Italo-alpine XX S65-02 0,95",4,11/06/2018,F,F0418135,CHRETIEN,OFB,BEYNES,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S65-02,"0,95"
146,04 17/06/2018 F F0418110 ARNAUD OFB MORIEZ OUI 18/09/2019 Impossible NA,4,17/06/2018,F,F0418110,ARNAUD,OFB,MORIEZ,OUI,18/09/2019,Impossible NA,,,,
147,"04 26/06/2018 D D0418004 DURBEC OFB ENTRAGES OUI 10/09/2018 Canis lupus Italo-alpine XY S56-49 1,00",4,26/06/2018,D,D0418004,DURBEC,OFB,ENTRAGES,OUI,10/09/2018,Canis lupus,Italo-alpine,XY,S56-49,1
148,"04 27/06/2018 F F0418136 ARNAUD OFB BEYNES OUI 18/09/2019 Canis lupus Italo-alpine XX S65-02 0,96",4,27/06/2018,F,F0418136,ARNAUD,OFB,BEYNES,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S65-02,"0,96"
149,"04 27/06/2018 F F0418137 ARNAUD OFB BEYNES OUI 18/09/2019 Canis lupus Italo-alpine XX S61-30 0,55",4,27/06/2018,F,F0418137,ARNAUD,OFB,BEYNES,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S61-30,"0,55"
150,"04 27/06/2018 F F0418138 ARNAUD OFB BEYNES OUI 18/09/2019 Canis lupus Italo-alpine NI NA 0,20",4,27/06/2018,F,F0418138,ARNAUD,OFB,BEYNES,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,NA,"0,2"
151,04 27/06/2018 F F0418139 ARNAUD OFB BEYNES NON,4,27/06/2018,F,F0418139,ARNAUD,OFB,BEYNES,NON,,,,,,
152,04 27/06/2018 F F0418140 ARNAUD OFB BEYNES NON,4,27/06/2018,F,F0418140,ARNAUD,OFB,BEYNES,NON,,,,,,
153,04 27/06/2018 F F0418141 ARNAUD OFB BEYNES NON,4,27/06/2018,F,F0418141,ARNAUD,OFB,BEYNES,NON,,,,,,
154,04 27/06/2018 F F0418142 ARNAUD OFB SENEZ NON,4,27/06/2018,F,F0418142,ARNAUD,OFB,SENEZ,NON,,,,,,
155,"04 27/06/2018 F F0418099 ARNAUD OFB BEYNES OUI 18/09/2019 Canis lupus Italo-alpine XX S61-30 0,59",4,27/06/2018,F,F0418099,ARNAUD,OFB,BEYNES,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S61-30,"0,59"
156,"04 27/06/2018 F F0418100 ARNAUD OFB BEYNES OUI 18/09/2019 Canis lupus Italo-alpine XX S65-02 0,97",4,27/06/2018,F,F0418100,ARNAUD,OFB,BEYNES,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S65-02,"0,97"
157,04 27/06/2018 F F0418111 ARNAUD OFB BEYNES NON,4,27/06/2018,F,F0418111,ARNAUD,OFB,BEYNES,NON,,,,,,
158,"04 28/06/2018 F F0418098 BARRANDON OFB ROUMOULES OUI 18/09/2019 Canis lupus Italo-alpine XX S65-21 1,00",4,28/06/2018,F,F0418098,BARRANDON,OFB,ROUMOULES,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S65-21,1
159,"04 02/07/2018 F F0418101 ARNAUD OFB BARREME OUI 18/09/2019 Canis lupus NA XX S56-48 0,95",4,02/07/2018,F,F0418101,ARNAUD,OFB,BARREME,OUI,18/09/2019,Canis lupus,NA,XX,S56-48,"0,95"
160,"04 02/07/2018 F F0418102 ARNAUD OFB BARREME OUI 18/09/2019 Canis lupus NA XX S56-48 0,47",4,02/07/2018,F,F0418102,ARNAUD,OFB,BARREME,OUI,18/09/2019,Canis lupus,NA,XX,S56-48,"0,47"
161,04 03/07/2018 F F0418103 COSSU OFB AUZET OUI 18/09/2019 Bos sp.,4,03/07/2018,F,F0418103,COSSU,OFB,AUZET,OUI,18/09/2019,Bos sp,,,,
162,04 07/07/2018 D D0418005 BOURDIER OFB MEOLANS OUI 11/02/2019 Vulpes vulpes,4,07/07/2018,D,D0418005,BOURDIER,OFB,MEOLANS,OUI,11/02/2019,Vulpes vulpes,,,,
163,04 07/07/2018 F F0418104 BOURDIER OFB MEOLANS NON,4,07/07/2018,F,F0418104,BOURDIER,OFB,MEOLANS,NON,,,,,,
164,04 16/07/2018 F F0418109 BOURDIER OFB MEOLANS NON,4,16/07/2018,F,F0418109,BOURDIER,OFB,MEOLANS,NON,,,,,,
165,"04 25/07/2018 F F0418105 ARNAUD OFB MOUSTIERS STE MARIE OUI 18/09/2019 Canis lupus Italo-alpine XX NA 0,16",4,25/07/2018,F,F0418105,ARNAUD,OFB,MOUSTIERS STE MARIE,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,NA,"0,16"
166,04 28/07/2018 F F0418143 POIRE OFB ARCHAIL OUI 18/09/2019 Impossible NA,4,28/07/2018,F,F0418143,POIRE,OFB,ARCHAIL,OUI,18/09/2019,Impossible NA,,,,
167,04 18/08/2018 D D0418006 GARNIER OFB BARLES NON CHIEN,4,18/08/2018,D,D0418006,GARNIER,OFB,BARLES,NON,,CHIEN,,,,
168,"04 18/08/2018 F F0418106 GARNIER OFB SELONNET OUI 18/09/2019 Canis lupus Italo-alpine XX S65-22 0,60",4,18/08/2018,F,F0418106,GARNIER,OFB,SELONNET,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S65-22,"0,6"
169,"04 18/08/2018 F F0418144 SEGUY OFB CUREL OUI 18/09/2019 Canis lupus Italo-alpine XY S65-26 0,51",4,18/08/2018,F,F0418144,SEGUY,OFB,CUREL,OUI,18/09/2019,Canis lupus,Italo-alpine,XY,S65-26,"0,51"
170,"04 19/08/2018 F F0418108 ARNAUD OFB CLUMANC OUI 18/09/2019 Canis lupus Italo-alpine XX S60-07 1,00",4,19/08/2018,F,F0418108,ARNAUD,OFB,CLUMANC,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S60-07,1
171,"04 19/08/2018 F F0418107 ARNAUD OFB MORIEZ OUI 18/09/2019 Canis lupus Italo-alpine XY S65-23 0,79",4,19/08/2018,F,F0418107,ARNAUD,OFB,MORIEZ,OUI,18/09/2019,Canis lupus,Italo-alpine,XY,S65-23,"0,79"
172,"04 20/08/2018 F F0418153 ARNAUD OFB CASTELLANE OUI 18/09/2019 Canis lupus Italo-alpine NI NA 0,24",4,20/08/2018,F,F0418153,ARNAUD,OFB,CASTELLANE,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,NA,"0,24"
173,"04 20/08/2018 F F0418145 COSSU OFB ST PAUL OUI 18/09/2019 Canis lupus Italo-alpine XY S65-27 0,53",4,20/08/2018,F,F0418145,COSSU,OFB,ST PAUL,OUI,18/09/2019,Canis lupus,Italo-alpine,XY,S65-27,"0,53"
174,"04 22/09/2018 D D0418008 COROMP OFB PEYROULES OUI 11/02/2019 Canis lupus Italo-alpine XX S58-09 1,00",4,22/09/2018,D,D0418008,COROMP,OFB,PEYROULES,OUI,11/02/2019,Canis lupus,Italo-alpine,XX,S58-09,1
175,"04 23/09/2018 F F0418112 SAGNARD OFB ST GENIEZ OUI 14/11/2019 Canis lupus Italo-alpine NI NA 0,11",4,23/09/2018,F,F0418112,SAGNARD,OFB,ST GENIEZ,OUI,14/11/2019,Canis lupus,Italo-alpine,NI,NA,"0,11"
176,"04 24/09/2018 D D0418009 LAVOCAT OFB ANGLES OUI 11/02/2019 Canis lupus Italo-alpine XY S58-10 1,00",4,24/09/2018,D,D0418009,LAVOCAT,OFB,ANGLES,OUI,11/02/2019,Canis lupus,Italo-alpine,XY,S58-10,1
177,"04 25/09/2018 D D0418007 DURBEC OFB AUZET OUI 11/02/2019 Canis lupus Italo-alpine XY S58-08 1,00",4,25/09/2018,D,D0418007,DURBEC,OFB,AUZET,OUI,11/02/2019,Canis lupus,Italo-alpine,XY,S58-08,1
178,"04 14/10/2018 D D0418010 LAVOCAT OFB CHATEAUREDON OUI 11/02/2019 Canis lupus Italo-alpine XX S58-11 1,00",4,14/10/2018,D,D0418010,LAVOCAT,OFB,CHATEAUREDON,OUI,11/02/2019,Canis lupus,Italo-alpine,XX,S58-11,1
179,04 19/10/2018 F F0418157 ARNAUD OFB BARREME OUI 08/02/2021 Canis lupus Italo-alpine,4,19/10/2018,F,F0418157,ARNAUD,OFB,BARREME,OUI,08/02/2021,Canis lupus,Italo-alpine,,,
180,"04 21/10/2018 D D0418012 DURBEC OFB SELONNET OUI 11/02/2019 Canis lupus Italo-alpine XX S58-12 1,00",4,21/10/2018,D,D0418012,DURBEC,OFB,SELONNET,OUI,11/02/2019,Canis lupus,Italo-alpine,XX,S58-12,1
181,04 22/10/2018 F F0418154 ARNAUD OFB VERGONS OUI 08/02/2021 Canis lupus Italo-alpine,4,22/10/2018,F,F0418154,ARNAUD,OFB,VERGONS,OUI,08/02/2021,Canis lupus,Italo-alpine,,,
182,"04 27/10/2018 F F0418155 DURBEC OFB BARRAS OUI 18/09/2019 Canis lupus Italo-alpine XY NA 0,59",4,27/10/2018,F,F0418155,DURBEC,OFB,BARRAS,OUI,18/09/2019,Canis lupus,Italo-alpine,XY,NA,"0,59"
183,"04 28/10/2018 D D0418013 DURBEC OFB LA JAVIE OUI 11/02/2019 Canis lupus Italo-alpine XX S58-75 1,00",4,28/10/2018,D,D0418013,DURBEC,OFB,LA JAVIE,OUI,11/02/2019,Canis lupus,Italo-alpine,XX,S58-75,1
184,04 29/10/2018 F F0418156 ARNAUD OFB BARREME OUI 08/02/2021 Canis lupus Italo-alpine,4,29/10/2018,F,F0418156,ARNAUD,OFB,BARREME,OUI,08/02/2021,Canis lupus,Italo-alpine,,,
185,04 03/11/2018 F F0418158 IMBERDIS PNE VALAVOIRE NON,4,03/11/2018,F,F0418158,IMBERDIS,PNE,VALAVOIRE,NON,,,,,,
186,"04 19/11/2018 D D0418014 LAVOCAT OFB BARREME OUI 11/02/2019 Canis lupus Italo-alpine XX S58-13 1,00",4,19/11/2018,D,D0418014,LAVOCAT,OFB,BARREME,OUI,11/02/2019,Canis lupus,Italo-alpine,XX,S58-13,1
187,"04 24/11/2018 D D0418015 ARNAUD OFB BARLES OUI 11/02/2019 Canis lupus Italo-alpine XY S58-14 1,00",4,24/11/2018,D,D0418015,ARNAUD,OFB,BARLES,OUI,11/02/2019,Canis lupus,Italo-alpine,XY,S58-14,1
188,"04 26/11/2018 F F0418172 PULLINO OFB CASTELLANE OUI 11/02/2019 Canis lupus Italo-alpine XX S58-01 0,93",4,26/11/2018,F,F0418172,PULLINO,OFB,CASTELLANE,OUI,11/02/2019,Canis lupus,Italo-alpine,XX,S58-01,"0,93"
189,04 26/11/2018 F F0418159 PULLINO OFB CASTELLANE NON,4,26/11/2018,F,F0418159,PULLINO,OFB,CASTELLANE,NON,,,,,,
190,"04 27/11/2018 U U0418002 RAYNAUD Particulier PRADS HAUTE BLEONE OUI 13/09/2020 Canis lupus Italo-alpine NI NA 0,00",4,27/11/2018,U,U0418002,RAYNAUD,Particulier,PRADS HAUTE BLEONE,OUI,13/09/2020,Canis lupus,Italo-alpine,NI,NA,0
191,"04 27/11/2018 D D0418016 DAHIER OFB LA JAVIE OUI 11/02/2019 Canis lupus Italo-alpine XX S36-19 0,98",4,27/11/2018,D,D0418016,DAHIER,OFB,LA JAVIE,OUI,11/02/2019,Canis lupus,Italo-alpine,XX,S36-19,"0,98"
192,"04 29/11/2018 F F0418173 PULLINO OFB CASTELLANE OUI 11/02/2019 Canis lupus Italo-alpine XX S58-01 0,81",4,29/11/2018,F,F0418173,PULLINO,OFB,CASTELLANE,OUI,11/02/2019,Canis lupus,Italo-alpine,XX,S58-01,"0,81"
193,04 29/11/2018 F F0418174 PULLINO OFB CASTELLANE NON,4,29/11/2018,F,F0418174,PULLINO,OFB,CASTELLANE,NON,,,,,,
194,"04 09/12/2018 F F0418160 RAYNAUD Particulier PRADS HAUTE BLEONE OUI 14/11/2019 Canis lupus Italo-alpine XX NA 0,19",4,09/12/2018,F,F0418160,RAYNAUD,Particulier,PRADS HAUTE BLEONE,OUI,14/11/2019,Canis lupus,Italo-alpine,XX,NA,"0,19"
195,"04 10/12/2018 F F0418163 ARNAUD OFB CASTELLANE OUI 17/02/2020 Canis lupus Italo-alpine XY S68-20 1,00",4,10/12/2018,F,F0418163,ARNAUD,OFB,CASTELLANE,OUI,17/02/2020,Canis lupus,Italo-alpine,XY,S68-20,1
196,04 10/12/2018 F F0418164 ARNAUD OFB CASTELLANE OUI 18/09/2019 Impossible NA,4,10/12/2018,F,F0418164,ARNAUD,OFB,CASTELLANE,OUI,18/09/2019,Impossible NA,,,,
197,04 10/12/2018 F F0418162 ARNAUD OFB CASTELLANE OUI 18/09/2019 Impossible NA,4,10/12/2018,F,F0418162,ARNAUD,OFB,CASTELLANE,OUI,18/09/2019,Impossible NA,,,,
198,"04 10/12/2018 F F0418161 ARNAUD OFB CASTELLANE OUI 18/09/2019 Canis lupus Italo-alpine XX S65-03 0,57",4,10/12/2018,F,F0418161,ARNAUD,OFB,CASTELLANE,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S65-03,"0,57"
199,"04 10/12/2018 F F0418165 ARNAUD OFB CASTELLANE OUI 18/09/2019 Canis lupus Italo-alpine XY S65-29 1,00",4,10/12/2018,F,F0418165,ARNAUD,OFB,CASTELLANE,OUI,18/09/2019,Canis lupus,Italo-alpine,XY,S65-29,1
200,"04 11/12/2018 F F0418166 ARNAUD OFB LA PALUD SUR VERDON OUI 18/09/2019 Canis lupus Italo-alpine XX S46-10 0,85",4,11/12/2018,F,F0418166,ARNAUD,OFB,LA PALUD SUR VERDON,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S46-10,"0,85"
201,"04 13/12/2018 D D0418017 CHRETIEN OFB TURRIERS OUI 11/02/2019 Canis lupus Italo-alpine XX S58-15 1,00",4,13/12/2018,D,D0418017,CHRETIEN,OFB,TURRIERS,OUI,11/02/2019,Canis lupus,Italo-alpine,XX,S58-15,1
202,04 14/12/2018 F F0418178 CHRETIEN OFB VALERNES NON,4,14/12/2018,F,F0418178,CHRETIEN,OFB,VALERNES,NON,,,,,,
203,"04 14/12/2018 F F0418175 CHRETIEN OFB VALERNES OUI 18/09/2019 Canis lupus Italo-alpine NI NA 0,00",4,14/12/2018,F,F0418175,CHRETIEN,OFB,VALERNES,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,NA,0
204,04 15/12/2018 F F0418177 BAUDAT – FRANCESCHI PNR Luberon L HOSPITALET NON,4,15/12/2018,F,F0418177,BAUDAT – FRANCESCHI,PNR Lubéron,L HOSPITALET,NON,,,,,,
205,"04 16/12/2018 F F0418167 ARNAUD OFB CASTELLANE OUI 18/09/2019 Canis familiaris NA XY CH-$S65-02 0,57",4,16/12/2018,F,F0418167,ARNAUD,OFB,CASTELLANE,OUI,18/09/2019,Canis familiaris,NA,XY,CH-,
206,04 21/12/2018 F F0418176 NADAL Particulier REILLANNE OUI 18/09/2019 Vulpes vulpes,4,21/12/2018,F,F0418176,NADAL,Particulier,REILLANNE,OUI,18/09/2019,Vulpes vulpes,,,,
207,"04 26/12/2018 F F0418179 KLEIN PNM UVERNET FOURS OUI 17/10/2019 Canis lupus Italo-alpine XX S66-02 0,97",4,26/12/2018,F,F0418179,KLEIN,PNM,UVERNET FOURS,OUI,17/10/2019,Canis lupus,Italo-alpine,XX,S66-02,"0,97"
208,"04 29/12/2018 F F0418170 ARNAUD OFB LA GARDE OUI 18/09/2019 Canis lupus Italo-alpine XX S65-03 0,70",4,29/12/2018,F,F0418170,ARNAUD,OFB,LA GARDE,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S65-03,"0,7"
209,"04 29/12/2018 F F0418169 ARNAUD OFB LA GARDE OUI 18/09/2019 Canis lupus Italo-alpine NI NA 0,15",4,29/12/2018,F,F0418169,ARNAUD,OFB,LA GARDE,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,NA,"0,15"
210,"04 29/12/2018 F F0418171 ARNAUD OFB LA GARDE OUI 18/09/2019 Canis lupus Italo-alpine NI S58-01 0,66",4,29/12/2018,F,F0418171,ARNAUD,OFB,LA GARDE,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,S58-01,"0,66"
211,"04 29/12/2018 F F0418168 ARNAUD OFB LA GARDE OUI 18/09/2019 Canis lupus Italo-alpine NI NA 0,00",4,29/12/2018,F,F0418168,ARNAUD,OFB,LA GARDE,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,NA,0
212,04 01/01/2019 F F0419001 RAYNAUD Particulier PRADS HAUTE BLEONE OUI 14/11/2019 Vulpes vulpes,4,01/01/2019,F,F0419001,RAYNAUD,Particulier,PRADS HAUTE BLEONE,OUI,14/11/2019,Vulpes vulpes,,,,
213,"04 02/01/2019 F F0419005 ARNAUD OFB ST JACQUES OUI 11/04/2019 Canis lupus Italo-alpine XX S60-07 0,85",4,02/01/2019,F,F0419005,ARNAUD,OFB,ST JACQUES,OUI,11/04/2019,Canis lupus,Italo-alpine,XX,S60-07,"0,85"
214,"04 02/01/2019 F F0419053 ROUX PNM ALLOS OUI 14/11/2019 Canis lupus Italo-alpine XX S66-16 0,75",4,02/01/2019,F,F0419053,ROUX,PNM,ALLOS,OUI,14/11/2019,Canis lupus,Italo-alpine,XX,S66-16,"0,75"
215,"04 02/01/2019 F F0419002 ARNAUD OFB CHAUDON NORANTE OUI 17/10/2019 Canis lupus Italo-alpine NI NA 0,00",4,02/01/2019,F,F0419002,ARNAUD,OFB,CHAUDON NORANTE,OUI,17/10/2019,Canis lupus,Italo-alpine,NI,NA,0
216,04 02/01/2019 F F0419006 ARNAUD OFB ST JACQUES NON,4,02/01/2019,F,F0419006,ARNAUD,OFB,ST JACQUES,NON,,,,,,
217,"04 02/01/2019 F F0419004 ARNAUD OFB ST JACQUES OUI 11/04/2019 Canis lupus Italo-alpine XX S60-07 0,83",4,02/01/2019,F,F0419004,ARNAUD,OFB,ST JACQUES,OUI,11/04/2019,Canis lupus,Italo-alpine,XX,S60-07,"0,83"
218,"04 02/01/2019 F F0419003 ARNAUD OFB ST JACQUES OUI 17/10/2019 Canis lupus Italo-alpine XY S66-14 0,74",4,02/01/2019,F,F0419003,ARNAUD,OFB,ST JACQUES,OUI,17/10/2019,Canis lupus,Italo-alpine,XY,S66-14,"0,74"
219,"04 03/01/2019 F F0419007 ARNAUD OFB VERGONS OUI 11/04/2019 Canis lupus Italo-alpine XX S60-31 0,97",4,03/01/2019,F,F0419007,ARNAUD,OFB,VERGONS,OUI,11/04/2019,Canis lupus,Italo-alpine,XX,S60-31,"0,97"
